id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
oasis-network,rose,Oasis Network,https://assets.coingecko.com/coins/images/13162/large/rose.png?1605772906,0.03996575,201156546,149,399964724.0,9696135.0,0.0404195,0.03872926,-0.000240477115874292,-0.59811,-1146520.1026124358,-0.56673,5029357184.0,10000000000.0,10000000000.0,0.597347,-93.29341,2022-01-15T03:31:11.062Z,0.03200566,25.17026,2020-11-26T17:09:12.182Z,,2023-08-23T03:38:43.638Z
ankr,ankr,Ankr Network,https://assets.coingecko.com/coins/images/4324/large/U85xTl2.png?1608111978,0.02004664,200320105,150,200320105.0,7480138.0,0.0201358,0.01914413,0.00035938,1.82546,2982572.0,1.51141,10000000000.0,10000000000.0,10000000000.0,0.213513,-90.60419,2021-04-16T19:44:04.474Z,0.00070728,2736.38993,2020-03-13T02:24:03.563Z,"{'times': 2.037370270976338, 'currency': 'usd', 'percentage': 203.73702709763378}",2023-08-23T03:38:41.755Z
cdai,cdai,cDAI,https://assets.coingecko.com/coins/images/9281/large/cDAI.png?1576467585,0.02237244,199584382,151,199584382.0,1525.19,0.02240473,0.02234167,7.44e-06,0.03328,-120035.7370313406,-0.06011,8920992772.70548,8920992772.70548,,0.03159087,-29.18067,2020-10-12T21:29:00.007Z,0.00728854,206.95351,2020-03-18T04:29:40.819Z,,2023-08-23T03:38:14.229Z
aleph-zero,azero,Aleph Zero,https://assets.coingecko.com/coins/images/17212/large/gtmuTVa.png?1626853180,0.829941,198228674,152,282013983.0,584665.0,0.847302,0.822461,-0.012121263037433995,-1.43947,-2911637.184697747,-1.44757,238709649.743856,339605051.658731,,3.09,-73.16917,2022-04-15T00:09:30.642Z,0.592052,40.24494,2022-06-18T20:17:51.413Z,,2023-08-23T03:38:41.086Z
decred,dcr,Decred,https://assets.coingecko.com/coins/images/329/large/decred.png?1547034093,12.77,197170359,153,268316997.0,312842.0,13.1,12.44,-0.32739299822650914,-2.49906,-5830035.92729637,-2.87193,15431663.2223819,21000000.0,,247.35,-94.83287,2021-04-17T00:41:14.790Z,0.43154,2861.70826,2016-12-26T00:00:00.000Z,,2023-08-23T03:38:38.017Z
open-exchange-token,ox,Open Exchange Token,https://assets.coingecko.com/coins/images/30604/large/Logo2.png?1685522119,0.051711,195125870,154,505697543.0,2670004.0,0.059032,0.04798548,-0.004637424765310275,-8.22986,-19083464.74271804,-8.90879,3804529210.21,3804529210.21282,9860000000.0,0.081313,-35.54437,2023-08-09T21:09:50.806Z,0.01024732,411.46158,2023-05-31T12:41:50.689Z,,2023-08-23T03:38:17.735Z
holotoken,hot,Holo,https://assets.coingecko.com/coins/images/3348/large/Holologo_Profile.png?1547037966,0.00109828,195079479,155,195079479.0,7010791.0,0.001104,0.0010545,-2.478436599747e-06,-0.22516,-763342.1022316515,-0.38977,177619433541.141,177619433541.141,,0.03126682,-96.4856,2021-04-05T16:04:52.608Z,0.0002202,399.02194,2020-03-13T02:23:01.612Z,"{'times': 1.9669370354532512, 'currency': 'eth', 'percentage': 196.69370354532512}",2023-08-23T03:38:35.511Z
olympus,ohm,Olympus,https://assets.coingecko.com/coins/images/14483/large/token_OHM_%281%29.png?1628311611,10.72,191659849,156,284612058.0,357408.0,10.77,10.6,0.02155513,0.20155,175459.0,0.09163,17894650.8979153,26573293.4312726,26573293.4312726,1415.26,-99.23989,2021-04-25T00:00:00.000Z,7.54,42.60506,2022-11-26T16:36:26.296Z,,2023-08-23T03:38:31.101Z
defichain,dfi,DeFiChain,https://assets.coingecko.com/coins/images/11757/large/symbol-defi-blockchain_200.png?1597306538,0.254613,188044605,157,305330791.0,20003207.0,0.259696,0.239429,0.01515762,6.33004,11014857.0,6.22204,739046087.423322,1200000000.0,,5.61,-95.46613,2021-12-06T03:05:01.038Z,0.162998,56.1346,2020-07-16T10:24:06.014Z,,2023-08-23T03:38:38.813Z
compound-usdt,cusdt,cUSDT,https://assets.coingecko.com/coins/images/11621/large/cUSDT.png?1592113270,0.015494,186214079,158,186214079.0,8.25,,,,,,,12018464872.1087,12018464872.1087,,0.02468599,-37.23566,2022-11-10T12:22:53.410Z,0.00209672,638.96319,2022-11-21T00:54:17.922Z,,2023-08-21T03:29:47.573Z
safepal,sfp,SafePal,https://assets.coingecko.com/coins/images/13905/large/sfp.png?1660381192,0.499412,184858382,159,249949360.0,45368851.0,0.517862,0.460217,0.03919524,8.51669,14718604.0,8.65089,369791669.0,500000000.0,500000000.0,4.19,-87.94027,2021-02-09T18:30:34.250Z,0.269235,87.56839,2022-06-14T02:06:50.102Z,,2023-08-23T03:38:34.822Z
ravencoin,rvn,Ravencoin,https://assets.coingecko.com/coins/images/3412/large/ravencoin.png?1548386057,0.01550066,184651751,160,184648845.0,6264663.0,0.01562837,0.01502225,0.00018456,1.20503,2251539.0,1.23439,11907968088.8129,11907780693.8129,,0.285218,-94.55277,2021-02-20T11:19:07.791Z,0.00893232,73.9354,2020-03-13T02:30:00.004Z,,2023-08-23T03:38:37.273Z
yearn-finance,yfi,yearn.finance,https://assets.coingecko.com/coins/images/11849/large/yearn.jpg?1687142705,5571.46,184120143,161,204316406.0,24026242.0,5625.45,5410.6,-26.269217657146328,-0.46928,-902284.4773693681,-0.48766,33041.64014574912,36666.0,36666.0,90787.0,-93.85829,2021-05-12T00:29:37.713Z,31.65,17519.96945,2020-07-18T12:26:27.150Z,,2023-08-23T03:38:36.067Z
just,jst,JUST,https://assets.coingecko.com/coins/images/11095/large/JUST.jpg?1588175394,0.02053047,182705351,162,203186556.0,31787443.0,0.02054913,0.02013394,0.00016263,0.79848,987471.0,0.54341,8902080000.0,9900000000.0,9900000000.0,0.193254,-89.37824,2021-04-05T04:34:23.454Z,0.00476275,330.99043,2020-05-09T06:08:54.872Z,,2023-08-23T03:38:35.717Z
stepn,gmt,STEPN,https://assets.coingecko.com/coins/images/23597/large/gmt.png?1644658792,0.166685,182692675,163,998972058.0,15796810.0,0.168152,0.160881,0.00112968,0.68235,423692.0,0.23245,1097283995.14481,5436284015.14481,6000000000.0,4.11,-95.95381,2022-04-28T03:29:53.820Z,0.100826,64.82966,2022-03-11T06:04:31.100Z,,2023-08-23T03:38:42.026Z
blur,blur,Blur,https://assets.coingecko.com/coins/images/28453/large/blur.png?1670745921,0.210992,182510014,164,633298088.0,25001407.0,0.217515,0.202869,-0.005529204411206995,-2.55366,-4864785.609256089,-2.59629,864569233.25723,3000000000.0,3000000000.0,5.02,-95.78908,2023-02-14T17:33:55.928Z,0.191618,10.23489,2023-08-17T21:50:10.835Z,,2023-08-23T03:38:36.633Z
floki,floki,FLOKI,https://assets.coingecko.com/coins/images/16746/large/PNG_image.png?1643184642,1.813e-05,180122806,165,181123775.0,7053033.0,1.835e-05,1.74e-05,-1.40606858141e-07,-0.76978,-2142688.1653941274,-1.17559,9944735642835.0,10000000000000.0,,0.00033651,-94.61139,2021-11-04T06:58:35.285Z,8.428e-08,21415.2579,2021-07-06T01:11:20.438Z,,2023-08-23T03:38:42.635Z
gains-farm,gfarm2,Gains Farm,https://assets.coingecko.com/coins/images/13703/large/gfarm_v2.png?1611035398,5000.3,179180231,166,179180231.0,5067.35,,,,,,,35833.8919623323,35833.8919623323,35833.8919623323,11444.33,-56.3076,2023-02-17T08:10:37.065Z,18.04,27625.3855,2021-01-26T16:14:36.262Z,,2023-08-10T06:33:24.363Z
worldcoin-wld,wld,Worldcoin,https://assets.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1690182386,1.41,179150489,167,14137813721.0,34769179.0,1.5,1.38,-0.05802326146002157,-3.95294,-7305242.130849063,-3.91795,126717250.894677,10000000000.0,10000000000.0,3.3,-57.14172,2023-07-24T09:20:13.301Z,1.31,7.84454,2023-08-17T21:50:39.219Z,,2023-08-23T03:38:44.816Z
eusd-27a558b0-8b5b-4225-a614-63539da936f4,eusd,eUSD,https://assets.coingecko.com/coins/images/30047/large/image_5.png?1683016861,1.048,176729673,168,176729673.0,245886.0,1.06,1.044,-0.000791624151635695,-0.07546,-10027638.51202938,-5.36934,168536974.135971,168536974.135971,,1.33,-21.45348,2023-06-16T22:52:47.254Z,0.961065,9.07071,2023-05-22T06:09:15.623Z,,2023-08-23T03:38:32.301Z
kusama,ksm,Kusama,https://assets.coingecko.com/coins/images/9568/large/m4zRhP5e_400x400.jpg?1576190080,19.34,173540001,169,193249561.0,15535261.0,19.54,18.62,-0.13828606555555822,-0.70983,-1821328.4570450783,-1.03861,8980098.074112339,10000000.0,10000000.0,621.71,-96.87801,2021-05-18T05:04:41.858Z,0.876572,2114.26099,2020-01-14T19:20:20.768Z,,2023-08-23T03:38:36.519Z
wemix-token,wemix,WEMIX,https://assets.coingecko.com/coins/images/12998/large/wemixcoin_color_200.png?1666768971,0.547989,172040441,170,532261692.0,1811609.0,0.557318,0.542516,-0.003073283684649875,-0.5577,-762435.6623217762,-0.44122,314083863.400657,971718085.667045,,24.71,-97.78162,2021-11-21T17:33:44.178Z,0.128398,326.95478,2021-06-22T12:52:49.089Z,,2023-08-23T03:38:36.732Z
golem,glm,Golem,https://assets.coingecko.com/coins/images/542/large/Golem_Submark_Positive_RGB.png?1606392013,0.171706,171694066,171,171694066.0,1765703.0,0.176035,0.169655,-0.001546947281623912,-0.89288,-1765798.018520087,-1.01799,1000000000.0,1000000000.0,,1.32,-87.02182,2018-04-13T09:13:22.739Z,0.00913753,1780.93279,2016-12-12T00:00:00.000Z,"{'times': 16.17062322990679, 'currency': 'usd', 'percentage': 1617.062322990679}",2023-08-23T03:38:34.854Z
audius,audio,Audius,https://assets.coingecko.com/coins/images/12913/large/AudiusCoinLogo_2x.png?1603425727,0.155461,171552822,172,183280587.0,3613477.0,0.156352,0.149792,0.00033438,0.21555,-217164.1079940498,-0.12643,1106620023.0,1182271241.00349,1182271241.00349,4.95,-96.86559,2021-03-27T15:45:35.137Z,0.0437371,255.08358,2020-10-23T14:56:23.999Z,,2023-08-23T03:38:39.622Z
livepeer,lpt,Livepeer,https://assets.coingecko.com/coins/images/7137/large/logo-circle-green.png?1619593365,5.86,169186584,173,169186584.0,38240638.0,6.02,5.59,-0.16127829683891104,-2.67994,-4180403.0508419573,-2.4113,28786617.0338825,28786617.0338825,28786617.0338825,99.03,-94.057,2021-11-09T16:58:44.554Z,0.354051,1562.2529,2019-10-26T22:59:09.500Z,,2023-08-23T03:38:41.839Z
alchemix-usd,alusd,Alchemix USD,https://assets.coingecko.com/coins/images/14114/large/Alchemix_USD.png?1614410406,0.99105,167214177,174,167214177.0,81648.0,1.003,0.983825,-0.002714286320755211,-0.27313,-704843.9363694191,-0.41975,168818059.057113,168818059.057113,,2.13,-53.46374,2021-03-21T19:53:32.860Z,0.060239,1543.42785,2021-03-19T22:40:28.697Z,,2023-08-23T03:38:40.967Z
tominet,tomi,tomiNet,https://assets.coingecko.com/coins/images/28730/large/logo_for_token.png?1673690005,2.24,167133531,175,260415410.0,17469548.0,2.33,2.22,-0.021683172453975885,-0.95816,-1455753.5989658237,-0.86349,74560384.0857761,116174611.171964,,6.59,-65.98345,2023-06-06T14:54:34.753Z,0.154561,1349.90129,2023-01-16T10:51:50.114Z,,2023-08-23T03:38:44.552Z
aragon,ant,Aragon,https://assets.coingecko.com/coins/images/681/large/Avatar_Circle_x6.png?1685684270,4.17,166708962,176,187798731.0,21702437.0,4.42,4.14,-0.18863517084815484,-4.32613,-7034411.954039276,-4.04874,40030814.330505036,43167647.3965443,45094973.0,14.64,-71.68091,2021-04-06T09:35:37.795Z,0.301888,1273.11963,2018-11-27T00:00:00.000Z,,2023-08-23T03:38:39.047Z
ribbon-finance,rbn,Ribbon Finance,https://assets.coingecko.com/coins/images/15823/large/RBN_64x64.png?1633529723,0.215421,166216231,177,215393978.0,387932.0,0.223547,0.213968,-0.007655018154316435,-3.43157,-5500402.327865213,-3.20319,771684668.869194,1000000000.0,1000000000.0,5.54,-96.1124,2021-10-07T22:30:49.258Z,0.12452,73.01884,2023-05-18T09:35:07.716Z,,2023-08-23T03:38:38.455Z
baby-doge-coin,babydoge,Baby Doge Coin,https://assets.coingecko.com/coins/images/16125/large/babydoge.jpg?1676303229,1.065e-09,165963331,178,446467019.0,1037060.0,1.116e-09,1.034e-09,-3.3172873e-11,-3.02204,-3989412.7636517584,-2.34737,1.561248560922935e+17,4.2e+17,4.2e+17,6.345e-09,-83.20115,2022-01-16T20:24:43.758Z,9.4771e-11,1024.65239,2021-06-09T02:48:21.787Z,,2023-08-23T03:38:39.865Z
btse-token,btse,BTSE Token,https://assets.coingecko.com/coins/images/10807/large/BTSE_logo_Square.jpeg?1583965964,1.02,165302731,179,204000000.0,11653.74,1.025,1.001,0.0,0.0,0.0,0.0,162061501.0,200000000.0,200000000.0,9.21,-88.92618,2022-03-23T09:11:07.549Z,0.631269,61.644,2020-12-13T14:22:21.597Z,"{'times': -0.49, 'currency': 'usd', 'percentage': -49.0}",2023-08-23T03:38:15.533Z
jasmycoin,jasmy,JasmyCoin,https://assets.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1612473259,0.00339392,164228951,180,169587930.0,13318705.0,0.00339963,0.00327878,3.243e-05,0.96474,1372497.0,0.84277,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.92907,2021-02-16T03:53:32.207Z,0.00275026,23.52939,2022-12-29T20:41:09.113Z,,2023-08-23T03:38:38.424Z
icon,icx,ICON,https://assets.coingecko.com/coins/images/1060/large/icon-icx-logo.png?1547035003,0.167882,162079251,181,163963031.0,1855069.0,0.169872,0.161735,-0.001990931121039708,-1.17201,-2284766.0274840593,-1.39006,965352290.958911,976572184.609003,,13.16,-98.72364,2018-01-09T00:00:00.000Z,0.107465,56.3542,2020-01-03T02:14:53.139Z,"{'times': 0.5261960369121337, 'currency': 'usd', 'percentage': 52.619603691213364}",2023-08-23T03:38:43.458Z
link,fnsa,FINSCHIA,https://assets.coingecko.com/coins/images/6450/large/FINSCHIA_coin_icon%28black%29.png?1685058330,22.65,160070161,182,22562496677.0,210149.0,23.56,22.12,-0.5859522535786788,-2.52148,-6658708.364899427,-3.99373,7094523.402208,7094523.402208,1000000000.0,345.88,-93.53482,2021-04-01T22:19:00.034Z,1.055,2019.62868,2018-12-26T00:00:00.000Z,,2023-08-23T03:38:18.144Z
waves,waves,Waves,https://assets.coingecko.com/coins/images/425/large/waves.png?1548386117,1.53,153095023,183,153095023.0,36760425.0,1.57,1.49,-0.04018261426837744,-2.55834,-3643628.3512369096,-2.32465,100000000.0,100000000.0,,61.3,-97.50083,2022-03-31T14:34:44.545Z,0.130878,1070.59331,2016-08-02T00:00:00.000Z,"{'times': 7.14080023308492, 'currency': 'usd', 'percentage': 714.0800233084921}",2023-08-23T03:38:40.653Z
terra-luna-2,luna,Terra,https://assets.coingecko.com/coins/images/25767/large/01_Luna_color.png?1653556122,0.427322,151663301,184,460587289.0,14339426.0,0.43379,0.412731,-0.005623279710633923,-1.29884,-1847098.7428959906,-1.20324,355137177.210741,1078518456.25778,,18.87,-97.73806,2022-05-28T09:18:14.847Z,0.408038,4.60734,2023-08-17T21:45:36.916Z,,2023-08-23T03:38:44.434Z
merit-circle,mc,Merit Circle,https://assets.coingecko.com/coins/images/19304/large/Db4XqML.png?1634972154,0.328826,150930748,185,208025098.0,9165038.0,0.371856,0.318405,-0.03533214690489911,-9.70241,-15906509.309436262,-9.53415,458820616.5794162,632384087.954126,632384087.954126,11.7,-97.18598,2021-12-02T05:11:33.337Z,0.160326,105.40326,2023-06-15T11:20:26.674Z,,2023-08-23T03:38:32.927Z
balancer,bal,Balancer,https://assets.coingecko.com/coins/images/11683/large/Balancer.png?1592792958,3.53,150392492,186,338509355.0,10053149.0,3.61,3.4,-0.06844724621736908,-1.90458,-3355108.959296912,-2.18222,42717708.5860045,58688428.0696665,96150704.0,74.45,-95.26641,2021-05-04T13:35:02.939Z,3.36,4.89594,2023-08-17T21:46:26.387Z,,2023-08-23T03:38:34.516Z
polymath,poly,Polymath,https://assets.coingecko.com/coins/images/2784/large/inKkF01.png?1605007034,0.158797,149862659,187,166782617.0,1375503.0,0.185065,0.120254,0.03854275,32.05117,41305241.0,38.04921,898550829.6745886,1000000000.0,,1.59,-89.4047,2018-02-20T00:00:00.000Z,0.01100606,1432.40204,2020-03-13T02:22:30.088Z,,2023-08-23T03:38:22.949Z
swipe,sxp,SXP,https://assets.coingecko.com/coins/images/9368/large/swipe.png?1566792311,0.257934,148577156,188,148577045.0,5975208.0,0.261618,0.248369,-0.002984331879337554,-1.14378,-1878244.1212276816,-1.24837,575209757.98694,575209325.216672,,5.79,-95.53929,2021-05-03T15:29:39.372Z,0.161303,60.11713,2020-03-18T13:24:48.021Z,,2023-08-23T03:38:42.350Z
ethereum-pow-iou,ethw,EthereumPoW,https://assets.coingecko.com/coins/images/26997/large/logo-clear.png?1661311105,1.37,147223693,189,147223385.0,3595674.0,1.39,1.31,-0.015741273170436058,-1.13989,-2169946.828843981,-1.4525,107818943.04993,107818717.04993,,58.54,-97.66381,2022-09-03T00:10:33.722Z,1.27,7.96467,2023-06-10T04:30:54.783Z,,2023-08-23T03:38:35.839Z
siacoin,sc,Siacoin,https://assets.coingecko.com/coins/images/289/large/siacoin.png?1548386465,0.00281752,145076560,190,,1035932.0,0.00284739,0.00276546,-2.621118650368e-06,-0.09294,-263079.95462051034,-0.18101,51477015000.0,,,0.092868,-96.96632,2018-01-06T00:00:00.000Z,1.262e-05,22221.97214,2015-12-28T00:00:00.000Z,"{'times': -0.48407531863162, 'currency': 'btc', 'percentage': -48.407531863162}",2023-08-23T03:38:35.231Z
dao-maker,dao,DAO Maker,https://assets.coingecko.com/coins/images/13915/large/4.png?1612838831,0.758865,144067935,191,210712681.0,601775.0,0.782066,0.752803,-0.019422056833263035,-2.49549,-3606006.98516953,-2.44187,189748000.0,277524000.0,277524000.0,8.71,-91.28356,2021-04-21T17:13:06.858Z,0.752803,0.86403,2023-08-22T21:30:52.730Z,,2023-08-23T03:38:42.461Z
tomochain,tomo,TomoChain,https://assets.coingecko.com/coins/images/3416/large/Asset_59_2x.png?1582948925,1.48,143289000,192,147932142.0,16156868.0,1.61,1.47,-0.08133569257675122,-5.21718,-7581851.081887305,-5.02539,96861302.6666667,100000000.0,,3.88,-61.7616,2021-09-06T10:14:46.160Z,0.139955,959.7521,2020-03-13T02:24:15.954Z,"{'times': 4.910642394054708, 'currency': 'usd', 'percentage': 491.0642394054708}",2023-08-23T03:38:37.501Z
ontology,ont,Ontology,https://assets.coingecko.com/coins/images/3447/large/ONT.png?1583481820,0.15982,142416359,193,159734295.0,5457627.0,0.160583,0.15201,0.00354076,2.26567,2648858.0,1.89519,891582857.0,1000000000.0,,10.92,-98.53581,2018-05-03T01:43:05.844Z,0.145208,10.11536,2022-12-30T07:46:17.182Z,,2023-08-23T03:38:37.707Z
ronin,ron,Ronin,https://assets.coingecko.com/coins/images/20009/large/Ronin_Mark_Blue.png?1686729719,0.57602,142259276,194,573883328.0,1413526.0,0.585973,0.565068,-0.009952969790657629,-1.69854,-2279683.4556337595,-1.57721,247888845.202608,1000000000.0,1000000000.0,4.29,-86.71144,2022-01-27T13:14:36.500Z,0.196601,190.2632,2022-11-21T19:36:31.487Z,,2023-08-23T03:38:44.055Z
aelf,elf,aelf,https://assets.coingecko.com/coins/images/1371/large/aelf-logo.png?1547035397,0.299086,137889076,195,263027307.0,14974111.0,0.306607,0.283966,0.01511921,5.3243,6485284.0,4.93539,461329999.0,879999999.986466,,2.6,-88.50966,2018-01-09T00:00:00.000Z,0.03545756,743.88578,2020-03-13T02:22:35.431Z,,2023-08-23T03:38:36.382Z
moonbeam,glmr,Moonbeam,https://assets.coingecko.com/coins/images/22459/large/glmr.png?1641880985,0.193484,137728925,196,208675101.0,1762821.0,0.196851,0.188784,-0.002625768994201694,-1.33893,-1840806.953323692,-1.31892,713615593.0,1081209381.0,,19.5,-99.00961,2022-01-11T14:57:46.115Z,0.188784,2.29887,2023-08-22T21:41:19.987Z,,2023-08-23T03:38:40.700Z
seth2,seth2,sETH2,https://assets.coingecko.com/coins/images/16569/large/emerald256.png?1624494960,1620.57,135149872,197,135149872.0,505624.0,1653.91,1591.02,-29.568670244596206,-1.79189,-2544609.828984976,-1.84801,83437.3774320006,83437.3774320006,,4821.87,-66.36161,2021-11-10T14:23:55.647Z,887.7,82.71973,2022-06-18T20:57:32.629Z,,2023-08-23T03:38:14.831Z
wax,waxp,WAX,https://assets.coingecko.com/coins/images/1372/large/WAX_Coin_Tickers_P_512px.png?1602812260,0.04039461,135076454,198,152376679.0,854074.0,0.04211438,0.03978608,-0.00052610394282826,-1.28567,-1379287.4249670208,-1.01079,3342238508.06759,3770303327.0,3770303327.0,2.77,-98.54191,2018-01-09T00:00:00.000Z,0.01594711,153.42183,2019-12-30T16:39:58.981Z,"{'times': -0.873766846552482, 'currency': 'usd', 'percentage': -87.37668465524821}",2023-08-23T03:38:43.052Z
stasis-eurs,eurs,STASIS EURO,https://assets.coingecko.com/coins/images/5164/large/EURS_300x300.png?1550571779,1.087,134964866,199,134964866.0,4709865.0,1.094,1.079,-0.00170737583694236,-0.15677,-258695.75169366598,-0.19131,124125940.0,124125940.0,124125940.0,1.79,-39.41423,2023-03-14T12:00:06.279Z,0.929636,16.86386,2022-11-10T13:44:54.149Z,,2023-08-23T03:38:36.666Z
